annual_rainfall,seasonal_rainfall,monthly_rainfall,cloud_visibility,temperature,humidity,atmospheric_pressure,wind_speed,river_level,cloud_cover,flood_status
3648.83,2204.99,610.61,1.38,20.42,99.99,1027.51,56.61,1.64,76.25,0
1054.1,768.29,194.01,5.82,26.89,82.65,1021.12,25.11,13.4,89.42,0
3140.79,2143.25,521.3,0.76,16.26,93.28,1018.29,21.82,11.74,48.31,1
1399.72,742.94,267.53,9.68,39.82,42.65,1004.82,46.28,6.03,26.98,0
3546.17,2679.74,1151.88,3.74,26.19,56.56,1013.63,68.33,2.39,94.2,1
3421.0,2327.69,761.65,7.1,39.98,62.14,986.37,6.26,14.91,99.62,1
2530.54,1994.72,547.54,8.2,24.64,40.72,1011.04,58.77,8.67,29.62,0
3072.78,2154.19,516.55,3.15,23.7,62.62,1020.54,10.27,6.63,76.69,0
1805.92,997.87,406.67,7.61,37.86,45.58,983.11,25.45,3.38,16.5,0
2307.74,1481.88,656.28,8.41,23.24,71.04,994.81,30.34,3.45,12.47,0
3429.24,2381.77,684.26,2.79,25.8,40.27,985.51,50.87,12.05,70.76,1
2269.65,1154.07,314.76,9.93,16.95,56.23,993.01,65.01,8.04,32.96,0
1944.95,981.18,343.78,0.7,38.89,91.98,1018.63,8.94,14.77,88.11,1
2381.48,1283.19,505.36,2.56,17.13,52.78,996.6,52.65,14.32,56.18,1
3450.4,1985.7,623.21,7.91,34.28,43.89,1014.48,23.92,3.5,80.38,0
1872.67,1177.65,421.03,2.34,28.47,54.98,1018.67,63.33,14.99,19.31,0
1356.04,876.31,332.24,7.13,16.54,89.65,1020.83,20.92,14.81,88.7,0
3078.44,1666.7,733.59,8.63,15.04,75.23,1023.67,49.18,12.09,27.09,1
3443.13,2417.14,583.16,9.61,38.39,75.16,1009.88,13.2,6.17,61.14,0
1122.04,761.69,342.26,5.01,33.55,40.03,994.03,67.14,3.75,64.87,0
1567.6,922.28,274.88,9.73,32.16,68.33,987.53,2.29,2.0,15.94,0
1254.31,632.3,240.78,4.41,25.96,55.94,1005.19,17.83,1.25,97.98,0
1913.41,1001.28,343.54,2.57,20.97,60.17,985.18,47.96,12.4,37.2,0
2241.12,1383.91,445.16,5.38,32.0,75.92,1025.54,60.04,14.21,74.27,1
3196.24,1745.76,653.82,6.67,30.21,92.46,1002.12,69.56,11.7,66.85,1
2883.67,1767.82,528.47,4.85,33.16,50.9,1023.65,13.78,11.51,12.98,0
2786.97,1918.7,444.23,5.89,24.14,86.09,1015.46,22.89,6.52,87.61,0
1927.6,1280.26,412.53,4.46,39.67,42.93,1022.86,62.65,9.8,37.4,0
3492.63,1988.54,657.17,5.49,16.68,59.6,1024.2,4.21,10.23,32.42,1
2308.12,1392.13,348.7,9.55,16.99,53.13,982.66,51.87,4.23,15.27,0
3933.14,2691.09,1167.68,5.25,37.92,94.94,1016.26,30.77,11.21,32.53,1
2829.25,2145.3,551.06,2.91,31.19,50.68,991.33,48.84,2.62,65.81,0
1204.05,874.09,264.24,7.71,23.16,74.72,1029.46,37.69,4.76,28.08,0
2963.77,1973.93,471.24,3.71,34.05,49.89,1018.92,44.64,9.05,51.99,0
1840.33,1120.19,374.09,8.25,26.32,68.41,980.19,47.33,8.32,81.97,0
2996.25,1826.26,505.71,1.04,15.53,64.8,1026.37,44.92,10.72,95.97,1
1022.85,781.28,251.82,3.66,31.28,42.48,994.62,47.19,8.95,73.04,0
1359.62,695.82,178.24,1.4,21.08,89.55,1000.83,40.65,1.22,27.62,0
3538.36,2817.93,601.47,1.31,17.88,86.81,1010.61,50.54,14.68,44.48,1
1526.97,1067.83,421.59,6.75,20.63,56.67,1025.82,54.77,11.57,59.86,0
3478.53,2450.07,882.69,4.16,26.9,76.84,1026.37,55.58,13.27,88.43,1
1693.68,866.15,247.01,8.78,16.25,61.76,1008.17,60.04,12.16,59.3,0
2857.22,1947.65,412.66,5.41,37.08,86.15,995.84,23.52,3.58,54.22,0
3021.28,1950.04,811.98,3.31,29.0,81.55,993.96,52.71,14.02,33.37,1
2440.5,1297.69,314.62,7.35,22.32,45.43,998.22,66.37,14.77,54.96,0
1776.99,1036.66,448.55,6.43,32.18,90.65,989.03,26.99,1.64,38.68,0
1480.46,1135.65,363.01,8.1,35.11,50.77,1013.49,54.88,2.8,60.8,0
906.21,602.62,171.81,6.61,30.35,50.45,1006.39,21.82,14.86,82.78,0
1772.63,1106.16,426.36,2.09,20.06,84.02,1018.67,13.94,4.76,95.12,0
2890.12,1508.08,632.2,6.87,17.76,51.0,984.71,32.36,12.39,82.86,0
3802.58,2715.94,794.9,4.22,36.5,47.34,1000.0,56.84,1.58,84.55,0
3587.85,2550.45,769.82,4.9,20.87,60.13,991.99,22.88,11.12,42.22,1
3251.41,2224.66,685.84,9.25,15.5,90.32,1006.76,22.06,10.67,72.6,1
3323.03,2170.2,934.45,3.92,31.07,50.61,1003.41,20.88,14.1,44.93,1
2927.95,1845.01,688.45,6.31,18.82,60.34,1002.48,16.83,11.07,12.18,0
1632.92,1107.09,289.96,3.95,39.77,57.18,995.78,43.56,1.1,89.61,0
3703.02,2110.79,519.78,1.4,36.74,61.36,1016.34,18.55,7.03,14.71,0
2946.34,2305.15,593.79,4.81,30.21,82.86,1004.08,65.57,5.54,20.4,0
2593.41,1754.8,466.59,6.17,35.85,64.33,990.11,25.52,8.78,11.66,0
1155.17,685.43,176.53,4.37,26.76,85.57,1007.37,38.88,6.71,16.05,0
2230.58,1416.2,516.39,4.21,34.71,78.42,1009.83,29.82,4.57,15.31,0
2273.15,1686.01,386.07,8.29,31.16,61.67,981.07,67.46,10.09,70.96,0
3566.6,1956.23,580.69,0.78,15.72,65.93,990.19,30.83,5.01,86.81,0
2549.27,1498.59,533.89,3.31,38.72,82.22,992.12,40.33,12.83,81.7,1
2017.28,1419.87,387.22,8.21,36.52,72.09,992.4,53.91,5.18,66.37,0
3925.76,2334.44,504.98,9.25,38.84,92.1,991.94,13.65,7.97,80.74,1
1154.31,851.59,187.74,4.42,33.28,95.99,993.58,4.22,12.48,51.09,0
2152.15,1160.3,268.6,8.94,25.3,83.06,993.14,32.93,12.43,91.58,0
934.48,681.05,278.52,2.39,20.17,99.35,1024.2,39.44,9.0,51.39,0
3167.69,1648.8,600.93,2.6,19.5,75.79,995.98,21.52,6.01,12.54,0
3737.84,1883.04,406.98,8.54,18.62,42.39,997.49,33.45,8.59,73.22,0
1696.12,1305.11,388.62,9.08,20.52,70.29,993.31,43.83,12.82,84.77,0
3546.69,2391.9,644.97,2.62,28.77,53.8,1028.38,68.18,3.67,30.21,0
1735.1,1050.69,361.97,1.06,32.09,60.02,1006.77,42.92,2.28,38.61,0
3714.46,2116.42,699.9,1.36,22.85,69.4,1010.53,32.52,8.94,72.55,1
3212.68,2200.9,704.91,2.98,28.72,57.7,1016.77,3.53,8.82,61.64,1
3375.7,2203.32,613.91,7.73,23.53,58.58,996.69,23.12,4.75,90.1,0
857.62,683.94,160.35,5.34,32.41,64.12,1028.44,26.38,6.8,52.99,0
3880.99,3085.25,1189.66,4.83,39.71,57.19,987.62,34.43,1.78,70.52,1
3125.35,2158.08,906.31,6.05,32.23,50.17,1002.89,55.19,2.4,34.45,0
1775.2,1123.46,489.87,8.96,16.48,85.93,987.27,54.76,12.51,93.65,0
3454.06,2235.96,479.96,1.36,26.93,63.71,1019.52,59.48,7.23,43.28,0
1700.87,1198.68,461.46,7.1,34.26,89.91,985.37,21.72,1.95,58.56,0
3592.81,1905.89,727.34,9.3,28.56,92.96,1007.69,25.56,14.45,65.48,1
1160.26,694.42,303.31,2.53,38.78,85.06,985.24,12.22,3.54,32.88,0
3051.8,1594.81,419.8,8.46,16.37,63.8,1002.63,60.3,5.1,38.51,0
2530.24,1320.8,509.23,7.13,22.28,83.28,994.02,46.35,14.6,55.22,1
1108.91,619.61,132.38,0.64,20.52,49.31,1025.16,7.27,3.12,34.38,0
1574.06,1016.18,363.6,2.7,34.19,79.67,982.65,22.65,14.55,21.71,0
839.69,617.54,177.67,6.26,28.09,64.36,1012.5,12.39,10.97,85.29,0
2300.06,1485.03,582.47,5.27,18.46,79.34,1014.76,67.91,6.69,39.23,0
1764.05,1059.56,440.59,5.52,22.14,85.29,1024.45,24.07,9.13,47.44,0
2714.74,1424.44,414.81,2.7,28.07,73.76,1023.89,35.76,7.86,59.24,0
1751.16,1164.68,385.97,6.91,39.9,78.55,1028.85,23.62,12.17,85.82,0
1759.74,1023.08,234.64,3.03,24.11,52.81,992.7,34.25,1.41,22.63,0
3178.22,2175.43,661.82,4.2,18.92,75.56,993.74,69.91,12.29,66.34,1
954.06,756.72,219.6,4.0,27.43,67.63,999.86,21.54,14.57,41.6,0
3689.26,1967.83,483.66,6.88,22.75,65.68,1006.88,21.22,6.73,88.26,0
3527.24,1988.09,842.19,1.36,29.15,64.62,998.36,27.25,3.28,69.51,0
2936.97,1885.33,446.86,2.45,26.67,58.66,1017.01,13.51,2.08,23.07,0
2698.31,2133.24,765.69,2.4,32.24,58.32,980.43,52.25,5.53,36.72,0
3655.37,2674.06,1129.89,1.53,37.86,81.98,980.88,27.8,2.39,13.25,1
1393.06,1071.91,458.77,2.47,20.01,73.47,1015.8,41.5,3.83,79.35,0
1052.7,631.74,251.63,6.27,35.53,41.8,1024.16,46.97,9.99,47.15,0
1566.43,1249.4,304.9,7.46,38.73,42.91,1018.83,4.41,6.53,14.38,0
3342.65,1774.45,717.51,6.77,24.34,74.21,985.85,45.79,13.56,11.21,1
910.94,469.95,126.48,5.01,17.84,90.78,1026.75,38.23,7.23,96.0,0
2664.98,2016.54,868.32,1.0,35.55,42.64,1006.1,7.63,2.73,86.71,0
3985.4,3101.36,1170.05,9.61,32.53,70.43,1017.11,10.47,2.51,40.1,1
3538.23,1865.27,739.24,2.1,20.32,91.07,990.05,31.97,10.55,56.49,1
2468.63,1318.32,291.69,6.85,26.13,40.27,1007.44,25.55,9.69,61.83,0
1003.65,511.81,176.93,9.17,29.45,56.55,996.5,31.75,10.76,56.38,0
3460.4,1838.69,745.19,7.13,19.25,95.2,1028.74,45.22,5.41,37.72,0
2716.73,1529.05,635.16,2.57,32.87,44.89,1003.71,12.5,13.77,45.15,1
1167.79,923.75,191.36,3.5,32.25,76.42,1017.78,47.05,2.15,26.31,0
1100.34,770.63,335.06,0.79,37.18,70.44,1010.16,57.63,0.98,12.99,0
3710.81,2722.12,573.92,6.32,29.18,49.1,984.71,2.2,11.26,23.93,1
2941.44,2155.61,762.29,6.32,29.36,42.55,1007.15,27.06,10.32,11.18,0
3453.72,2281.26,851.7,7.39,30.48,70.16,1007.01,20.71,7.66,48.98,1
3612.73,2670.7,605.81,0.6,21.84,84.11,1015.79,31.38,1.13,69.48,0
2629.67,1784.87,378.4,8.27,33.97,50.63,996.1,43.84,2.16,26.28,0
2455.83,1459.66,578.36,7.52,31.56,81.48,1023.03,14.75,3.33,58.05,0
2177.37,1455.21,430.99,1.84,35.98,72.78,1011.13,11.12,9.76,39.25,0
1814.23,1197.49,271.56,3.8,34.21,61.47,981.97,51.56,10.11,20.8,0
2190.71,1636.54,639.34,6.57,30.96,79.87,1015.34,48.63,10.32,21.48,0
3276.41,2603.17,1073.26,5.21,19.02,51.52,1025.35,33.34,12.14,65.63,1
2726.15,1699.25,589.38,1.59,37.98,67.42,1014.16,36.09,0.86,20.59,0
3656.07,2665.34,640.51,1.33,24.18,72.96,999.0,20.35,9.83,59.79,1
2218.82,1175.81,239.64,7.92,39.11,67.52,1009.53,24.38,4.15,27.16,0
2742.69,2010.52,754.35,1.98,25.05,63.85,988.57,23.77,8.78,87.95,1
2820.18,1724.33,582.02,2.13,18.65,84.45,1010.06,51.39,11.2,14.5,1
2693.43,1378.54,500.0,8.39,37.12,79.37,1005.05,39.78,10.94,44.84,0
3048.43,1856.41,748.68,6.32,34.88,78.37,981.31,51.61,4.67,78.54,0
1559.79,1065.64,328.81,6.24,34.66,93.51,996.09,42.17,5.65,77.42,0
2439.56,1307.06,302.1,5.05,17.24,99.61,989.56,39.1,13.8,23.03,0
1133.52,880.98,383.22,5.91,36.98,74.03,999.53,23.8,12.81,27.71,0
2030.44,1062.53,357.35,6.22,29.91,60.9,992.09,28.89,4.23,59.17,0
2360.53,1838.86,650.63,9.69,26.76,86.73,1021.71,62.34,9.01,71.58,0
2887.12,2056.04,890.99,2.62,37.83,48.53,1014.88,41.16,2.06,77.71,0
3841.7,2300.85,996.03,2.54,31.65,70.77,1017.01,37.66,9.98,65.85,1
2722.08,1680.14,576.33,1.04,18.33,71.47,998.04,5.61,9.51,80.48,0
3179.5,2296.37,630.13,6.75,27.99,99.01,980.17,47.62,4.33,49.59,0
2420.05,1646.7,739.83,5.72,30.92,99.46,990.96,48.65,6.62,60.45,0
2829.13,1984.62,734.71,1.56,37.46,87.95,1017.76,48.96,11.84,48.99,1
1026.98,633.39,191.35,3.96,22.0,68.38,1010.14,8.2,4.2,78.49,0
1614.05,1043.23,354.66,2.2,34.86,72.83,1006.93,22.43,11.64,25.73,0
1957.93,1560.39,474.29,3.65,35.0,59.18,994.03,27.24,5.09,32.72,0
2311.98,1304.36,550.54,9.54,18.2,89.79,983.79,58.2,12.67,85.31,1
946.08,591.64,189.69,6.99,15.43,84.79,1019.24,68.69,0.94,74.3,0
1248.08,733.3,297.63,0.57,29.54,86.29,981.93,30.2,4.24,76.17,0
1685.81,1229.85,504.29,2.9,34.74,48.32,982.96,39.69,3.08,18.92,0
3908.9,2850.39,1157.49,0.6,28.86,63.92,994.75,2.5,13.41,53.6,1
1860.31,1093.37,416.08,7.29,35.33,72.24,1008.65,2.6,6.71,60.79,0
2342.53,1228.46,508.24,4.96,30.56,47.48,1029.61,7.07,8.41,80.19,0
1427.51,718.65,213.3,9.94,31.33,62.12,984.53,50.92,4.01,48.0,0
2754.5,1730.47,395.7,7.47,15.7,45.25,1003.66,14.11,2.36,58.66,0
1698.19,1058.14,434.49,5.42,17.21,97.53,1010.09,53.53,9.17,31.45,0
1462.38,1164.81,378.03,8.14,33.13,85.08,1021.16,31.37,4.61,84.89,0
2453.03,1572.25,364.52,7.2,34.07,77.24,1014.48,59.8,13.97,92.25,1
817.62,471.71,107.94,2.82,28.55,52.29,1020.39,61.18,7.41,51.77,0
824.52,632.71,151.73,5.54,29.75,60.05,1006.12,61.83,2.5,49.35,0
1501.02,971.64,376.75,5.78,30.36,48.67,1001.7,38.96,0.84,39.54,0
917.51,623.68,235.57,4.79,17.62,72.17,1010.94,55.62,3.87,34.01,0
1145.68,605.72,152.01,2.2,31.7,89.23,1025.04,47.01,5.14,59.8,0
1884.35,1158.64,477.05,2.62,26.96,41.14,1007.54,14.7,3.5,25.19,0
3368.27,2638.26,713.18,3.17,30.06,46.2,1010.28,27.94,5.8,63.04,1
2630.56,1780.5,709.08,0.6,29.08,53.76,996.9,67.44,13.24,60.52,1
2440.54,1472.5,474.44,9.21,34.08,82.84,1009.81,54.53,1.2,72.47,0
1739.16,1196.02,457.94,7.02,22.96,93.64,1011.39,19.88,12.12,30.32,0
3781.61,2923.65,863.49,7.05,24.34,85.18,1017.67,21.11,6.67,73.18,1
2070.45,1205.41,345.69,5.94,24.79,71.5,1008.61,19.28,13.64,11.52,0
1078.7,702.81,288.39,7.05,34.06,46.31,989.88,24.36,10.17,58.1,0
2774.61,2185.31,456.35,9.83,25.78,85.29,1009.1,65.12,2.89,85.97,0
1164.28,642.36,285.0,4.16,19.43,46.34,994.89,31.48,14.41,75.5,0
1904.71,1363.58,493.68,7.27,39.58,60.86,984.37,26.77,2.74,86.57,0
2423.72,1658.66,511.07,3.92,27.33,58.48,1021.27,18.26,5.38,23.35,0
3597.51,2532.3,904.06,8.62,17.73,61.55,983.3,62.68,14.69,74.7,1
2379.35,1440.38,332.27,8.65,31.76,59.77,1011.59,67.1,3.57,52.22,0
3047.23,1810.55,594.79,9.07,33.48,86.15,1029.42,24.0,9.65,39.08,0
3977.01,2804.84,1251.73,0.55,27.51,50.3,984.38,43.93,14.67,42.02,1
1220.77,689.32,178.41,3.33,31.16,90.75,991.01,67.17,10.49,19.17,0
1679.14,1050.97,399.97,1.77,19.32,91.5,1018.04,35.96,10.11,72.73,0
2062.64,1147.76,354.36,4.81,24.2,69.46,984.84,33.87,9.51,66.87,0
2149.85,1080.28,392.27,5.21,19.05,46.37,1021.64,37.88,8.55,23.74,0
2115.27,1673.21,420.35,2.93,24.68,74.52,980.01,4.26,14.26,58.98,1
3704.36,2331.93,740.66,7.37,29.07,89.26,1024.5,22.41,8.38,21.67,1
3084.9,2439.56,1085.66,3.06,26.06,57.37,983.34,49.53,10.12,38.2,1
2745.3,1488.22,370.3,8.61,29.83,90.26,1026.1,67.74,11.21,13.97,0
1789.99,1210.41,434.67,2.19,27.54,80.62,1023.23,40.67,8.15,65.9,0
3436.13,1925.24,662.09,3.99,22.95,99.23,1006.98,14.95,13.37,11.12,1
3856.19,2842.1,969.9,6.41,18.59,89.48,1018.9,31.02,0.83,33.47,0
3427.83,2519.84,891.47,6.25,21.32,52.09,983.74,35.32,6.23,34.0,0
805.01,429.7,139.89,1.24,20.02,66.94,986.76,12.35,9.44,77.35,0
2836.48,2194.36,448.16,8.54,32.69,46.21,998.46,24.39,0.78,50.56,0
963.63,538.08,228.7,6.18,35.5,44.18,1006.87,32.26,14.09,61.59,0
1624.34,1110.88,451.84,8.76,33.01,82.36,1023.41,19.81,12.48,32.42,0
990.48,788.11,191.94,8.74,31.09,94.78,1007.13,26.06,3.68,59.29,0
2732.15,2089.32,633.73,5.69,22.7,98.41,1013.26,20.78,5.31,23.43,0
2997.09,2358.62,926.08,9.15,32.77,56.23,1013.99,43.67,10.32,99.31,1
1166.36,703.06,312.87,8.56,30.13,52.11,1023.88,41.34,5.44,56.53,0
2028.28,1078.38,472.1,9.6,16.17,73.61,1018.84,39.52,12.92,89.14,0
2259.96,1257.68,534.31,8.58,37.69,52.05,1028.85,8.58,4.1,19.51,0
1980.97,1287.92,308.58,8.3,17.0,57.75,981.0,14.48,12.37,63.14,0
1187.28,876.18,375.55,4.96,27.57,90.23,990.39,9.54,7.24,70.39,0
2140.63,1166.74,489.58,2.51,27.83,88.63,1026.52,6.3,7.07,81.01,0
3203.77,2235.97,657.91,9.15,35.93,93.7,1019.61,18.78,2.94,53.73,0
1027.22,613.33,183.16,7.36,37.83,68.93,993.37,15.23,14.76,13.25,0
1056.58,636.44,200.46,3.18,38.49,73.85,1028.71,51.3,5.5,33.51,0
1935.27,1351.93,492.16,3.74,29.24,86.24,1023.49,49.32,3.47,35.26,0
3813.52,2441.03,647.38,7.02,31.98,54.36,983.23,15.69,0.97,38.66,0
2939.43,2185.79,449.7,5.04,17.21,89.39,1020.57,13.26,7.66,18.3,0
2971.74,1624.88,382.35,1.27,27.2,41.05,1019.22,11.85,0.97,10.06,0
1958.14,1443.12,447.41,1.84,37.45,87.86,991.06,23.76,7.1,56.77,0
2699.71,1401.88,379.21,7.58,26.39,86.55,1013.46,22.0,13.59,76.31,1
832.42,464.67,181.75,3.62,16.74,58.11,1028.51,3.94,7.72,30.71,0
2835.51,1975.91,447.88,5.32,20.02,83.67,1013.79,40.62,1.13,72.44,0
3722.52,2816.0,1209.1,7.78,25.74,52.84,1020.69,63.07,4.33,75.8,1
2760.24,1589.35,673.62,7.64,20.94,74.57,984.97,38.64,1.21,47.01,0
3595.84,2150.88,918.83,2.09,24.81,82.04,1016.37,6.34,13.29,57.25,1
3116.71,2060.57,793.12,1.43,23.32,82.88,990.24,42.77,3.98,38.26,0
1185.79,668.16,151.5,6.12,22.97,98.98,983.59,34.98,1.44,43.77,0
3687.85,2741.35,848.54,7.55,17.28,50.92,1007.6,63.67,14.49,63.02,1
1012.62,741.33,172.62,1.92,37.07,68.85,1017.53,26.7,7.56,42.57,0
2508.7,1363.7,609.47,4.03,32.32,92.81,1007.34,53.13,6.38,55.1,0
1254.84,802.03,227.18,8.77,30.58,73.69,1026.58,4.61,13.94,76.94,0
837.46,613.4,212.44,9.47,30.16,92.58,1014.78,51.06,8.2,96.81,0
2150.51,1292.88,510.49,4.81,24.91,66.04,985.88,4.82,4.58,90.2,0
1744.13,1203.33,517.62,1.26,35.58,87.72,1026.73,25.44,11.98,92.3,0
2355.2,1213.08,471.75,2.95,38.25,92.2,987.64,66.47,4.44,92.01,0
2647.04,1806.89,666.07,2.71,15.14,90.79,1017.91,49.82,6.92,31.74,0
939.97,513.03,162.37,2.77,16.98,92.28,987.43,64.9,12.15,95.18,0
1193.61,894.22,314.19,5.19,31.87,53.17,1029.93,35.72,14.01,30.01,0
2587.66,1569.76,350.91,6.04,20.9,66.34,996.61,43.22,9.29,87.78,0
1898.14,1109.4,467.03,1.66,37.79,50.47,1004.8,37.21,7.82,62.3,0
3133.36,2357.12,791.86,8.95,31.69,50.83,1003.34,34.56,1.6,85.48,0
2887.33,1487.1,312.34,6.39,24.21,69.27,985.09,41.32,9.45,98.4,0
3505.93,2170.11,933.1,6.17,25.38,97.61,1004.7,4.65,5.24,88.81,1
3015.98,1842.77,593.97,9.88,32.27,75.51,987.48,14.63,7.96,83.49,0
2175.78,1273.79,531.36,6.47,18.52,91.23,1020.1,16.59,11.3,28.59,0
2953.49,2284.6,946.33,9.33,37.09,96.23,1027.92,28.03,9.78,87.39,1
1681.22,1219.35,492.54,3.22,15.12,45.19,1020.4,31.55,1.91,24.92,0
1780.2,924.24,199.04,2.78,39.47,49.72,1001.55,52.3,6.26,56.14,0
3324.75,2375.22,621.75,5.41,19.19,57.45,980.12,13.26,3.39,55.21,0
2228.54,1466.8,614.42,5.33,33.55,77.01,981.83,40.75,2.69,56.69,0
3354.82,2584.08,1097.58,2.65,16.0,43.7,1004.75,20.52,3.7,75.08,1
3431.75,2038.06,641.01,7.15,25.79,87.2,1013.97,37.06,13.85,45.64,1
3544.2,2382.58,738.63,0.78,30.76,43.83,1020.98,44.61,10.83,51.1,1
3733.23,2427.45,591.78,7.06,16.76,49.51,1009.98,41.61,13.67,69.31,1
2179.15,1409.62,623.2,4.84,26.08,62.9,1028.92,16.65,7.84,71.41,0
1820.37,1159.27,293.63,7.05,22.58,73.46,1004.69,50.24,0.52,49.38,0
2663.04,1495.8,370.56,5.03,27.46,92.89,1010.0,46.46,1.0,14.69,0
1987.75,1444.52,527.51,9.78,27.61,97.82,991.51,65.38,2.6,33.32,0
2723.44,1730.47,451.15,3.68,34.63,93.08,996.98,45.12,11.82,94.96,1
3057.87,2408.24,1046.85,9.83,18.09,46.42,1014.16,50.98,3.42,93.47,0
3002.9,1736.4,352.02,1.12,17.07,77.87,1010.08,57.15,1.97,68.47,0
1998.57,1408.64,283.75,7.0,25.05,66.5,998.48,9.21,12.98,26.67,0
1333.95,1043.44,340.39,4.82,37.19,47.55,985.6,49.35,3.81,18.61,0
2177.69,1522.29,490.2,8.31,36.38,73.31,997.13,23.66,7.79,95.46,0
1256.3,956.53,230.37,8.0,29.0,61.4,982.21,57.97,5.42,88.59,0
3648.31,2729.83,883.45,8.1,37.22,60.75,1009.04,34.65,13.5,45.81,1
1906.81,1159.41,351.2,1.4,35.13,45.67,996.15,41.48,10.72,66.66,0
1294.27,880.15,371.94,8.31,21.95,98.73,998.99,19.7,7.08,92.27,0
881.43,482.04,97.52,2.53,19.25,83.56,1008.75,46.24,13.01,22.43,0
2866.63,1893.86,841.0,0.74,22.53,56.82,1009.06,4.42,11.04,67.26,1
2838.09,1615.23,575.18,2.57,20.68,95.05,1009.42,52.9,12.23,92.75,1
1889.93,1366.65,325.21,5.05,30.57,96.89,1004.58,13.1,14.67,85.29,1
1029.48,677.83,143.49,7.55,29.62,88.62,1004.41,17.48,3.45,35.84,0
2110.81,1315.81,440.17,2.58,29.96,79.56,1021.06,2.06,3.44,95.68,0
1795.9,1042.77,269.79,1.57,19.73,62.58,1003.38,23.3,8.57,28.28,0
2966.79,2372.27,653.07,6.64,34.8,66.06,1006.8,28.4,8.22,28.77,0
2738.49,1428.16,373.15,9.85,25.84,67.3,1029.41,17.91,13.1,18.69,0
1966.7,1009.05,365.82,6.21,26.81,96.93,989.05,17.65,2.76,20.63,0
1497.26,846.22,286.34,7.07,39.92,85.61,1016.32,62.72,6.66,78.55,0
3961.72,3134.99,688.11,5.83,22.06,57.52,1003.66,24.2,8.15,34.83,1
2252.81,1788.21,593.03,7.93,24.85,77.48,1021.53,51.12,7.23,88.22,0
3002.48,2091.16,831.86,9.77,31.91,75.63,1000.2,18.14,1.47,87.18,0
1249.77,954.86,210.36,5.67,37.01,88.73,995.15,57.01,2.64,20.48,0
2353.89,1328.04,561.01,4.46,18.17,45.72,990.39,48.09,2.73,57.91,0
888.12,703.05,242.25,8.67,33.38,82.08,1023.61,53.42,9.14,76.55,0
2417.46,1312.28,574.33,9.71,37.96,59.87,1015.92,31.89,6.72,71.44,0
3884.86,2060.28,488.36,1.73,25.57,47.78,983.85,61.81,3.08,19.33,0
2029.46,1083.05,485.63,5.99,22.17,83.91,1015.67,27.43,11.18,38.96,0
924.79,621.4,224.37,8.03,31.94,59.9,981.75,42.86,12.14,65.08,0
899.06,660.17,225.7,5.57,21.15,83.81,989.08,45.52,3.55,62.59,0
2041.56,1245.35,409.5,4.39,24.61,49.75,1009.64,66.75,10.98,83.26,0
1312.08,1040.96,214.35,6.72,37.42,99.16,1003.18,11.15,1.42,15.05,0
874.73,551.36,239.79,3.07,29.76,88.2,1022.02,11.22,12.91,53.23,0
3219.88,1755.27,633.65,3.82,17.37,57.35,1010.39,33.42,14.46,86.41,1
2267.27,1450.58,323.34,9.93,23.24,84.43,1028.25,64.42,2.76,99.43,0
1725.58,1214.31,249.22,6.55,30.68,48.15,1022.76,3.47,11.9,21.56,0
3680.27,2758.98,586.82,8.79,27.04,79.21,997.01,20.79,1.91,68.13,0
1171.64,747.08,263.23,8.17,31.51,43.58,1021.71,21.28,14.44,10.12,0
3858.94,2616.68,925.01,6.7,34.04,60.0,1023.5,22.74,7.06,41.46,1
1804.69,1047.09,340.22,8.49,27.02,98.71,1028.49,3.68,8.26,50.03,0
3642.89,2527.35,699.3,3.23,39.67,47.26,980.63,58.14,11.58,41.13,1
2729.42,2172.05,723.15,6.55,37.87,75.85,1023.74,2.61,4.11,66.21,0
3445.46,1773.44,583.59,6.11,16.5,44.24,983.49,34.48,6.28,11.38,0
3948.84,3024.65,619.61,6.41,21.66,80.16,1006.41,5.83,1.52,91.74,1
1722.9,1152.08,311.77,2.1,22.51,56.72,1000.73,56.31,9.41,38.67,0
3875.63,2230.93,475.85,3.13,19.61,58.6,1025.99,52.77,12.09,23.53,1
2046.34,1609.38,684.05,3.22,22.8,60.27,1000.26,51.06,12.85,48.99,0
2033.64,1311.71,500.16,6.22,25.62,52.31,1009.8,52.07,8.28,56.26,0
1889.24,1132.61,508.58,9.74,16.29,96.5,1014.59,65.94,11.6,14.68,0
2532.5,1404.15,386.9,9.56,18.18,94.35,980.95,30.34,2.67,81.92,0
1293.26,741.47,311.14,2.66,17.41,92.2,1009.55,60.59,11.28,76.37,0
2571.88,1928.53,676.46,3.4,16.16,46.39,1005.9,14.53,0.57,56.06,0
2533.46,1733.7,543.14,0.84,27.04,54.01,1009.7,32.69,3.33,26.74,0
3238.09,2506.19,640.69,4.29,23.35,76.73,983.79,2.61,9.7,93.39,1
3467.68,1975.16,759.64,8.43,38.39,98.22,982.78,21.32,5.15,81.48,0
2209.41,1185.0,504.85,9.2,17.57,76.29,988.88,33.15,6.45,31.03,0
1767.47,886.96,229.57,2.75,38.15,59.63,1023.48,63.83,12.48,76.24,0
1629.87,1063.26,259.27,3.03,17.16,89.04,997.82,23.55,8.78,19.12,0
1422.8,1137.51,425.49,2.6,30.48,48.13,1001.7,47.72,6.28,20.66,0
